DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,plus_7_tokyoTime
2020.09.24,9:30:00,3228.0,3229.8,3220.8,3222.5,1198,0,6,16:30:00
2020.09.24,10:00:00,3222.5,3236.5,3222.3,3227.4,1828,0,6,17:00:00
2020.09.24,10:30:00,3227.5,3242.3,3224.9,3239.8,1608,0,6,17:30:00
2020.09.24,11:00:00,3239.8,3241.8,3228.3,3233.0,1304,0,6,18:00:00
2020.09.24,11:30:00,3233.0,3238.4,3230.5,3233.8,813,0,6,18:30:00
2020.09.24,12:00:00,3233.9,3235.8,3227.3,3234.8,778,0,6,19:00:00
2020.09.24,12:30:00,3234.5,3237.5,3230.8,3235.3,972,0,6,19:30:00
2020.09.24,13:00:00,3235.2,3244.5,3234.8,3243.0,897,0,6,20:00:00
2020.09.24,13:30:00,3243.0,3245.8,3240.5,3242.5,697,0,6,20:30:00
2020.09.25,9:30:00,3254.0,3259.8,3253.4,3258.8,629,0,6,16:30:00
2020.09.25,10:00:00,3258.8,3259.0,3248.5,3257.0,1177,0,6,17:00:00
2020.09.25,10:30:00,3257.0,3257.5,3245.0,3247.0,851,0,6,17:30:00
2020.09.25,11:00:00,3247.0,3250.8,3242.3,3244.2,709,0,6,18:00:00
2020.09.25,11:30:00,3244.0,3250.8,3243.3,3249.8,522,0,6,18:30:00
2020.09.25,12:00:00,3250.0,3252.8,3244.8,3244.8,179,0,6,19:00:00
2020.09.25,12:30:00,3244.8,3244.8,3235.0,3240.8,813,0,6,19:30:00
2020.09.25,13:00:00,3240.5,3242.5,3229.8,3230.3,1067,0,6,20:00:00
2020.09.25,13:30:00,3230.3,3233.8,3220.3,3222.0,1014,0,6,20:30:00
2020.09.28,9:30:00,3323.7,3323.9,3318.2,3318.2,408,0,6,16:30:00
2020.09.28,10:00:00,3318.2,3322.2,3315.4,3321.2,1137,0,6,17:00:00
2020.09.28,10:30:00,3321.4,3325.7,3320.7,3322.7,627,0,6,17:30:00
2020.09.28,11:00:00,3322.7,3327.4,3318.4,3325.1,727,0,6,18:00:00
2020.09.28,11:30:00,3325.2,3328.9,3321.6,3322.4,627,0,6,18:30:00
2020.09.28,12:00:00,3322.4,3325.1,3321.9,3324.9,480,0,6,19:00:00
2020.09.28,12:30:00,3324.9,3328.9,3323.7,3327.7,609,0,6,19:30:00
2020.09.28,13:00:00,3327.7,3342.9,3326.4,3339.9,751,0,6,20:00:00
2020.09.28,13:30:00,3339.7,3342.7,3338.2,3339.9,704,0,6,20:30:00
2020.09.29,9:30:00,3362.3,3362.3,3356.3,3357.8,483,0,6,16:30:00
2020.09.29,10:00:00,3357.8,3358.8,3344.2,3350.8,882,0,6,17:00:00
2020.09.29,10:30:00,3350.5,3351.3,3347.0,3349.0,493,0,6,17:30:00
2020.09.29,11:00:00,3349.3,3350.8,3341.3,3349.3,628,0,6,18:00:00
2020.09.29,11:30:00,3349.3,3353.0,3347.8,3350.8,743,0,6,18:30:00
2020.09.29,12:00:00,3350.5,3353.3,3346.8,3348.5,508,0,6,19:00:00
2020.09.29,12:30:00,3348.3,3353.8,3345.3,3352.8,421,0,6,19:30:00
2020.09.29,13:00:00,3352.0,3356.5,3351.0,3356.5,344,0,6,20:00:00
2020.09.29,13:30:00,3356.5,3356.8,3351.0,3352.9,383,0,6,20:30:00
2020.09.30,9:30:00,3311.3,3315.4,3307.4,3315.2,1014,0,6,16:30:00
2020.09.30,10:00:00,3315.2,3325.9,3312.4,3321.8,2092,0,6,17:00:00
2020.09.30,10:30:00,3321.9,3328.4,3313.7,3314.4,1622,0,6,17:30:00
2020.09.30,11:00:00,3314.4,3320.3,3313.2,3314.4,1728,0,6,18:00:00
2020.09.30,11:30:00,3314.7,3319.2,3313.4,3317.8,1303,0,6,18:30:00
2020.09.30,12:00:00,3317.7,3318.4,3305.4,3306.2,1309,0,6,19:00:00
2020.09.30,12:30:00,3306.2,3318.2,3305.8,3316.7,1070,0,6,19:30:00
2020.09.30,13:00:00,3316.8,3320.4,3309.2,3320.2,1196,0,6,20:00:00
2020.09.30,13:30:00,3319.9,3334.9,3319.9,3326.9,942,0,1,20:30:00
2020.10.01,9:30:00,3386.1,3390.1,3385.1,3389.1,482,0,6,16:30:00
2020.10.01,10:00:00,3388.6,3391.9,3384.9,3390.6,1234,0,6,17:00:00
2020.10.01,10:30:00,3390.6,3391.1,3383.1,3386.0,1257,0,6,17:30:00
2020.10.01,11:00:00,3385.9,3390.4,3382.1,3385.4,1099,0,6,18:00:00
2020.10.01,11:30:00,3385.4,3385.4,3374.9,3378.4,1214,0,6,18:30:00
2020.10.01,12:00:00,3378.4,3387.5,3377.8,3387.4,794,0,6,19:00:00
2020.10.01,12:30:00,3387.4,3393.1,3386.4,3391.9,538,0,6,19:30:00
2020.10.01,13:00:00,3391.9,3395.4,3387.4,3391.6,655,0,6,20:00:00
2020.10.01,13:30:00,3391.6,3391.6,3387.4,3389.9,619,0,6,20:30:00
2020.10.02,9:30:00,3335.0,3337.7,3329.2,3336.0,1640,0,6,16:30:00
2020.10.02,10:00:00,3335.9,3348.2,3330.0,3344.5,2463,0,6,17:00:00
2020.10.02,10:30:00,3344.5,3347.6,3332.2,3336.7,1880,0,6,17:30:00
2020.10.02,11:00:00,3336.0,3341.1,3330.2,3340.6,1340,0,6,18:00:00
2020.10.02,11:30:00,3340.5,3340.7,3334.0,3338.0,1341,0,6,18:30:00
2020.10.02,12:00:00,3338.0,3343.5,3330.2,3330.5,1120,0,6,19:00:00
2020.10.02,12:30:00,3330.2,3332.9,3319.2,3323.0,1018,0,6,19:30:00
2020.10.02,13:00:00,3323.0,3324.6,3313.5,3322.9,744,0,6,20:00:00
2020.10.02,13:30:00,3323.0,3332.0,3321.7,3330.2,727,0,6,20:30:00
2020.10.05,9:30:00,3368.0,3369.3,3364.2,3368.3,636,0,6,16:30:00
2020.10.05,10:00:00,3368.5,3371.6,3357.6,3360.6,1830,0,6,17:00:00
2020.10.05,10:30:00,3360.7,3364.3,3356.1,3361.6,1486,0,6,17:30:00
2020.10.05,11:00:00,3361.3,3368.1,3360.8,3364.6,1042,0,6,18:00:00
2020.10.05,11:30:00,3364.8,3367.8,3363.3,3365.1,658,0,6,18:30:00
2020.10.05,12:00:00,3365.1,3368.1,3362.8,3366.1,718,0,6,19:00:00
2020.10.05,12:30:00,3365.8,3370.3,3365.1,3369.8,239,0,6,19:30:00
